HS_KHANANG_TT_NHANH2,TS_KHANANG_TRALAI3,CHISO_LOINHUAN_GOP4,HS_NODAIHAN5,HS_KHOANPHAITHU_TREN_TS6,HS_DONBAY7,HS_VONGQUAY_TS_NGANHAN8,TANGTRUONG_DOANHTHUTHUAN9,TONG_NO10,DOANHTHUTHUAN11
0.017620183,0.43817869,0.118822603,0,0.56989829,0.019086647,0.225379998,0.002590382,0.003438083,0.0256884
0.018699064,0.438009429,0.137330183,0,0.402402077,0.018765461,0.107640064,0.000855874,0.003446063,0.01274802
0.018699064,0.438009429,0.137330183,0,0.402402077,0.018765461,0.107640064,0.000855874,0.003446063,0.01274802
0.010814393,0.437907192,0.051978736,0.032750203,0.358039385,0.169080497,0.078117364,0.000472978,0.003470549,0.006106883
0.024144626,0.438288703,0.353416027,0.563567941,0.224410301,0.036975112,0.07645076,0.00164806,0.003498908,0.003387987
0.024144626,0.438288703,0.353416027,0.563567941,0.224410301,0.036975112,0.07645076,0.00164806,0.003498908,0.003387987
0.027678893,0.438116543,0.067532979,0.298515053,0.639904783,0.055528727,0.076951994,0.001230355,0.003675366,0.006158231
0.01712957,0.437962953,0.046564284,0,0.715645964,0.085414968,0.220994198,0.003939699,0.003702426,0.01333637
0.041236994,0.437926562,0.155050207,0.043531326,0.422527591,0.012280238,0.071012368,0.001457951,0.003718511,0.012191338
0.01831076,0.438120951,0.429415239,0.171175753,0.556914088,0.061118729,0.203977294,0.001768743,0.004054535,0.011549476
0.024743418,0.437931707,0.167801635,0.01334169,0.462125735,0.073692218,0.166808419,0.002267258,0.004262852,0.011185114
0.012049061,0.438298378,0.111340815,0,0.356740965,0.050351027,0.064496322,0.000833688,0.004296537,0.007646035
0.01143289,0.437884533,0.096771018,0.317229455,0.376109067,0.355762441,0.203313159,0.002471229,0.004514834,0.013535556
0.018031739,0.438233624,0.155837763,0,0.821575417,0.071975271,0.325050437,0.00429448,0.004520908,0.022280561
0.013111667,0.438000628,0.131620398,0,0.284678641,0.01789302,0.176484593,0.002093688,0.004743653,0.016648122
0.017817822,0.437871397,0.106812365,0,0.327418308,0.068890974,0.064308359,0.001871065,0.004923171,0.007047783
0.01937569,0.438037197,0.117149045,0.063974776,0.404782515,0.028852068,0.226181973,0.001728197,0.005158033,0.031091271
0.021933384,0.437917774,0.263733018,0,0.762064488,0.061788436,0.022317457,0.001292322,0.005237042,0.001878686
0.007549846,0.437977366,0.073931876,0.005085435,0.294957801,0.065332872,0.040386953,0.004707595,0.005282747,0.004535295
0.017045864,0.438013327,0.108289033,0,0.319519585,0.024132228,0.098830871,0.001026858,0.005298591,0.018612661
0.006598849,0.437991217,0.112620595,0,0.219757628,0.027831562,0.115722467,0.001642705,0.005331019,0.014391532
0.018901354,0.438006511,0.062906084,0.035191212,0.463968838,0.0292097,0.238349435,0.002262951,0.0053513,0.028622698
0.005096785,0.437927237,0.272691475,0,0.26347111,0.054624395,0.176020952,0.001775437,0.005428668,0.01401976
0.025586235,0.437940049,0.157019098,0,0.622159706,0.031647069,0.064959964,0.000308115,0.005473806,0.012091026
0.020142998,0.438010587,0.110947037,0,0.672473491,0.039485374,0.322431488,0.001325218,0.005810696,0.044286244
0.006394234,0.438001706,0.090962788,0,0.307292794,0.13405528,0.169818177,0.002725983,0.005888143,0.016248789
0.010177813,0.437917525,0.071326137,0,0.503126869,0.997398434,0.193969927,0.001744715,0.006039342,0.020781387
0.010739987,0.437852583,0.115672376,0,0.120103874,0.288775803,0.065035149,0.002121994,0.006042822,0.007590625
0.010739987,0.43791876,0.115672376,0,0.120103874,0.288775803,0.065035149,0.002121994,0.006042822,0.007590625
0.01831541,0.437934259,0.052569403,0,0.456070115,0.035710869,0.180005764,0.008813114,0.006070963,0.019635714
0.020147649,0.437922579,0.125418389,0,0.431075525,0.021904428,0.086663409,0.001817513,0.006082802,0.017979644
0.018071267,0.43803817,0.216085844,0.40327502,0.067517853,0.010152666,0.115070862,0.001802213,0.006191798,0.02596327
0.041336976,0.438007821,0.430990352,0.880288853,0.094351872,0.003772227,0.251143441,0.001826311,0.006244904,0.00894673
0.01936639,0.437861974,0.085548336,0,0.486474789,0.029052524,0.147463128,0.002485956,0.006320523,0.03176323
0.017810847,0.437995267,0.1415633,0,0.603657217,0.040749616,0.171722868,0.003412978,0.006591917,0.023423107
0.02201709,0.43793046,0.040952943,0,0.748431076,0.061733766,0.160420034,0.000953033,0.006722184,0.050401624
0.025128175,0.438011024,0.057983855,0,0.692599005,0.041512718,0.279375462,0.004587677,0.007143473,0.05754935
0.022386793,0.438099761,0.23085253,0.610150529,0.160787708,0.01741238,0.489217197,0.002240956,0.007459636,0.061067278
0.01031913,0.437852629,0.219334515,0,0.549448171,0.051073126,0.049922935,0.001897841,0.00748894,0.007894892
0.013227925,0.437919534,0.067040756,0,0.427613071,0.048631201,0.109369322,0.003142349,0.007739838,0.022323828
0.009079812,0.437898305,0.073341209,0.029393816,0.451850249,0.069337446,0.138904552,0.002290683,0.007785637,0.017963537
0.011674708,0.437920534,0.083677889,0.027563059,0.551828609,0.049362412,0.116411664,0.00269041,0.008260383,0.018984742
0.017773644,0.438391754,0.075113211,0,0.706989829,0.064975239,0.404170269,0.002385546,0.00892591,0.06940653
0.013502296,0.43834723,0.089781453,0,0.5,0.045376061,0.364322143,0.014591556,0.009333263,0.055109898
0.032452479,0.437930897,0.09854302,0.005187144,0.360960831,0.022145887,0.062554039,0.000943661,0.009691574,0.020588533
0.005719933,0.437908767,0.05463674,0,0.09164683,0.079900136,0.102427227,0.002032677,0.010517255,0.022185151
0.006452363,0.437856885,0.082988777,0,0.221597057,0.081175768,0.095560317,0.001680574,0.010785813,0.020593526
0.035340348,0.43791921,0.14048041,0.581468674,0.356524562,0.016332648,0.069032493,0.001613251,0.012068013,0.027299976
0.018557228,0.437928667,0.041149833,0.025020342,0.550313785,0.071711033,0.278698796,0.006074699,0.012106745,0.063450872
0.009026333,0.437925073,0.078755661,0,0.070114694,0.101553993,0.068493666,0.00144112,0.013402602,0.016531981
0.02293786,0.438779504,0.048926954,0.171989422,0.782947414,0.136164629,0.379321579,0.002454207,0.013406213,0.084601485
0.066867407,0.439421772,0.095294349,0.433787632,0.611664142,0.004667447,0.004623886,0.000728497,0.013655382,0.003939367
0.017016944,0.437929648,0.139011148,0.061245482,0.224134841,0.079117621,0.070604572,0.001451963,0.014270908,0.019928878
0.006647678,0.437920858,0.080330774,0.025732303,0.38909327,0.116376384,0.170344473,0.001215628,0.014694317,0.061048902
0.008049759,0.437917238,0.122071274,0,0.381302748,0.137797894,0.101349573,0.000892978,0.015398401,0.031512182
0.019092019,0.438047117,0.072061429,0.028071603,0.334776023,0.038448922,0.226069195,0.001728962,0.015499799,0.112953412
0.026107074,0.437947435,0.158692656,0.291903987,0.420255356,0.018120811,0.126486473,0.002516557,0.016308643,0.038370315
0.021189327,0.438046025,0.074325655,0,0.333152997,0.042332767,0.356126963,0.001727432,0.017385408,0.135668942
0.021649712,0.438046025,0.074325655,0.020545159,0.333152997,0.042332767,0.356126963,0.001727432,0.017385408,0.135668942
0.025609487,0.438037693,0.124729277,0.560313263,0.350898074,0.054925079,0.225918825,0.001106803,0.018547882,0.053149136
0.016715689,0.437943735,0.19019492,0.052278275,0.529322657,0.017874797,0.081350325,0.001491994,0.019036751,0.042676544
0.002620473,0.437987485,0.059558968,0,0.102142393,0.070424011,0.286680952,0.003115382,0.019281306,0.09248255
0.009177469,0.437996809,0.098739909,0.014442636,0.220406838,0.031262101,0.120233575,0.001421994,0.019622838,0.06100256
0.009177469,0.438026728,0.098739909,0.014442636,0.220406838,0.031262101,0.120233575,0.001421994,0.019622838,0.06100256
0.009079812,0.43796965,0.48602087,0.28539463,0.140770396,0.012086615,0.024522888,0.013741611,0.019664978,0.008497119
0.024458525,0.437936965,0.025103367,0,1,0.224385988,0.386664662,0.002768442,0.019751636,0.150311454
0.02452363,0.437981589,0.027564481,0,0.974247998,0.202363109,0.384622132,0.002768442,0.019755043,0.150311454
0.01401616,0.437919131,0.042232723,0,0.522830556,0.161096406,0.228462589,0.004750437,0.020147227,0.089106148
0.011811893,0.438019601,0.138609963,0.016883645,0.582016879,0.054134643,0.21779883,0.003898388,0.020327304,0.094303485
0.016322734,0.437921798,0.099724355,0.019528072,0.4807401,0.050963786,0.108517224,0.001391776,0.0204971,0.04692311
0.018880428,0.439719257,0.0753101,0,0.728954772,0.186545269,0.271531145,0.002723114,0.021049933,0.098881658
8.13812E-05,0.437918217,0.050502067,0,0,0.182659147,0.217310126,0.003320027,0.021454421,0.10951458
0.015850724,0.437968029,0.080429218,0.042412531,0.464834451,0.04170634,0.182662306,0.001625683,0.021620846,0.09962227
0.007159216,0.437919117,0.539673164,0.846419854,0.001839429,0.002134406,0.199165445,0.002017951,0.022996489,0.01651559
0.00906121,0.438064336,0.0998228,0.097945484,0.363016663,0.162955184,0.162612934,0.002332568,0.023081133,0.076921697
0.008851944,0.437932565,0.069403426,0.007017901,0.00064921,0.181089663,0.218989261,0.001597568,0.023201493,0.09691264
0.005122362,0.437999172,0.100118133,0.046887714,0.621835101,0.008790473,0.109945741,0.002574508,0.024062901,0.037671213
0.019326862,0.437951286,0.034455601,0,0.860311621,0.251313218,0.310502111,0.015992321,0.02412217,0.092014138
0.012469918,0.437943054,0.097657019,0,0.48138931,0.043524116,0.119506785,0.001398087,0.025149469,0.078736376
0.014476545,0.457650131,0.177003347,0.000711961,0.454988098,0.02046023,0.178251444,0.003458114,0.025656717,0.160886015
0.003664477,0.437988233,0.149635755,0.543938161,0.276563514,0.058392066,0.132601531,0.002980164,0.026401713,0.061076026
0.002274022,0.437988193,0.149635755,0.348352319,0.276563514,0.058414845,0.132601531,0.002980164,0.026404478,0.061076026
0.021203278,0.437856825,0.182417799,0.013832384,0.760008656,0.105779525,0.033733068,0.002999289,0.026560931,0.016982405
0.009940127,0.437926165,0.052175625,0.235557364,0.341159922,0.121551807,0.23827425,0.002275,0.027025731,0.096503538
0.018743242,0.437972079,0.091455011,0,0.695628652,0.049467196,0.166322068,0.001841421,0.027352022,0.100867068
0.018731617,0.437959155,0.064776531,0.016171684,0.548798961,0.113456098,0.215505683,0.002127732,0.028278618,0.118433714
0.005182817,0.437854059,0.06950187,0,0,0.247194748,0.142275353,0.002517896,0.029555136,0.06131172
0.004638726,0.438291879,0.145697972,0.638730675,0.130491236,0.082868259,0.070849467,0.000914973,0.029646565,0.03465123
0.015771668,0.437924213,0.074030321,0.013425549,0.534949145,0.075182575,0.159079233,0.003350246,0.029920697,0.084565481
0.006638377,0.437996789,0.334514668,0.336248983,0.23912573,0.022141331,0.04940917,0.001368442,0.030175531,0.00769257
0.015883276,0.437952874,0.141267966,0,0.464293443,0.02830309,0.064746939,0.000668825,0.030236702,0.046054665
0.014511422,0.437964429,0.09746013,0.063974776,0.37243021,0.029583278,0.194403719,0.00326112,0.030672937,0.115385408
0.022854153,0.437945906,0.084957669,0.221521562,0.870698983,0.28678035,0.109381853,0.000870601,0.030850103,0.063965711
0.014850898,0.437908039,0.079641662,0,0.536463969,0.070494626,0.121286167,0.002581202,0.031152172,0.06559477
0.023219206,0.438929223,0.205060051,0.204943043,0.285111448,0.016180028,0.200894703,0.002518852,0.031546822,0.219895301
0.002371679,0.43793629,0.228686749,0.166497152,0.349491452,0.016070688,0.137626405,0.000735574,0.032269402,0.055260365
0.011047351,0.437918262,0.067373011,0,0.18684715,0.307206652,0.176495049,0.001590477,0.034601045,0.096508579
0.018833924,0.438125874,0.090765899,0.008136697,0.687729929,0.070371619,0.181421751,0.002425519,0.035297672,0.127788026
0.0505749,0.437932876,0.253593227,0.65408869,0.275373296,0.007498895,0.027379923,0.001025519,0.036692422,0.028800656
0.022693716,0.437967751,0.087911006,0.004882018,0.379787925,0.07409601,0.140232823,0.001423716,0.037628349,0.089680825
0.008914724,0.437916239,0.192065367,0.513934093,0.12886821,0.014776833,0.287708482,0.002905,0.040348907,0.073830635
0.016766843,0.437937872,0.0580823,0,0.228089158,0.016328093,0.158615591,0.00150653,0.041383681,0.152312755
0.018041039,0.43794175,0.090076787,0,0.253732958,0.016457934,0.153515532,0.002577568,0.04154727,0.181894585
0.018547928,0.437943755,1,0,0.891581909,0.507025089,0.116837713,0.001326175,0.041792517,0.0009151
0.0052828,0.437921473,0.037704272,0,0.315624324,0.271367979,0.092853652,0.002330464,0.04500667,0.083854522
0.006533744,0.437927178,0.032683599,0,0.484851764,0.554000246,0.082164831,0.000988415,0.045764156,0.066108703
0.011416613,0.438631255,0.133097066,0.734438568,0.419930751,0.024057057,0.239026102,0.015005053,0.046346094,0.127310777
0.011416613,0.438631255,0.133097066,0.734438568,0.419930751,0.024057057,0.364184304,0.015005053,0.046346094,0.127310777
0.007859094,0.437948527,0.218645403,0.429515867,0.106362259,0.016498936,0.242584865,0.002297759,0.049307583,0.136242788
0.007924199,0.437920104,0.186552471,0.361167616,0.122700714,0.019296215,0.159943862,0.001530054,0.052245936,0.092775072
0.007924199,0.437920434,0.186552471,0.361167616,0.122700714,0.019296215,0.159943862,0.001530054,0.052245936,0.092775072
0.07590304,0.437923055,0.161449104,0.488405207,0.624323739,0.005895243,0.040863125,0.002451721,0.060333542,0.088372867
0.013844097,0.437927171,0.277909037,0.59591131,0.159489288,0.028626554,0.015337769,0.002013934,0.061413714,0.024171467
0.022684416,0.497557278,0.400964757,0.530410903,0.22051504,0.027300808,0.042178865,9.04645E-05,0.062345937,0.04316689
0.008291577,0.437940618,0.128371727,0.152156225,0.46667388,0.089405874,0.101499944,0.001455847,0.063972771,0.133760163
0.005531593,0.437891925,0.113998819,0,0.317139147,0.145456244,0.144543438,0.002261038,0.066209268,0.169729917
0.016834273,0.438074183,0.082594999,0.014035801,0.628651807,0.070959321,0.265466211,0.003408579,0.067000342,0.326342352
0.041901994,0,0.107599921,0.606489015,0.63395369,0.079859134,0,0.092858815,0.068538299,0.000901987
0.019801197,0.438043127,0.159480213,0.154597234,0.867777537,0.041770122,0.072290515,0.002407923,0.069697597,0.081118579
0.016764518,0.43794449,0.049025399,0.10770952,0.454338888,0.043829357,0.138929614,0.001865901,0.071207854,0.237153847
0.044348079,0.438112983,0.557294743,0.624389748,0.227872755,0.033068488,0.029434984,0.00188541,0.075388731,0.039092158
0.01454165,0.437928779,0.146879307,0.351606998,0.274074876,0.064701889,0.060361139,0.001905874,0.090663822,0.097637072
0.018028783,0.437957634,0.064035525,0.011803874,0.694113123,0.094153957,0.196441995,0.002054788,0.094730079,0.379179452
0.025186305,0.464044721,0.538984052,0.296277461,0.557346895,0.040637998,0.035073869,0.0013453,0.097458303,0.037751176
0.00270883,0.437988868,0.391415633,0.122152156,0.717268989,0.121494859,0.035048808,0.001159208,0.098563567,0.068173305
0.024418997,0.437920017,0.181334908,0.605065094,0.581475871,0.081765748,0.079834091,0.001359453,0.108116012,0.117846497
0.013583677,0.437956428,0.291199055,0.424938975,0.486799394,0.081963927,0.05875719,0.002030191,0.112001781,0.130958859
0.075675173,0.437926734,0.191277811,0.74054109,0.487881411,0.017120807,0.019610792,0.000647596,0.1270921,0.047667817
0.003162239,0.440729502,0.081216775,0.14625712,0.198982904,0.151766067,0.300815759,0.001349891,0.128160924,0.193479377
0.019787246,0.43965404,0.534061823,0.185414972,0.008764337,0.022667529,0.05818077,0.002020628,0.129914135,0.115795712
0.019787246,0.44172622,0.534061823,0.185414972,0.008764337,0.022667529,0.05818077,0.002020628,0.129914135,0.115795712
0.016376213,0.437949744,0.700630045,0.218673718,0.359013201,0.045004761,0.00350864,0,0.129926102,0.011543016
0,0.437870365,0.749556999,0.7546786,0.000324605,0.098877444,0.047479418,0.00529724,0.149905143,0.002139866
0.012460617,0.43789352,0.165189998,0.241151343,0.349599654,0.034414735,0.049183615,0.001140656,0.174174801,0.131027671
0.020959135,0.437929514,0.224158299,0.197823434,0.559294525,0.025874833,0.005087528,0.000595574,0.186670975,0.017183521
0.303909783,0.437793997,0.989564875,1,0.181778836,0.015246083,0.000977407,8.39617E-05,0.205250567,0.002289065
0.30406557,0.437793997,0.989564875,1,0.181887037,0.015252917,0.000977407,8.39617E-05,0.205250567,0.002289065
0.246187293,0.437812778,0.535440047,0.998372661,0.117398831,0.015307587,0.001954814,0.000182842,0.205582801,0.003578738
0.015348486,0.437941419,0.094999016,0.432567128,0.341809132,0.106761306,0.240329311,0.003495792,0.205626705,0.562664835
0.001053305,0.438073575,0.813053751,0.664462978,0.034840944,0.033357783,0.43107402,0.001484344,0.207482689,0.12031731
0.014316108,0.437927998,0.115672376,0.446501221,0.335317031,0.216167272,0.163201885,0.001452787,0.209728539,0.301490187
0.000504563,0.438022645,0.580626108,0.890358015,0.035381952,0.034993326,0.605578738,0.00149735,0.216206573,0.145711788
0.038979248,0.437934285,0.167946446,0.549837266,0.593919065,0.064859065,0.077240204,0.002148962,0.249035964,0.336907168
0.01361926,0.437934771,0.095307313,0.327772529,0.388235339,0.133273656,0.206128932,0.003514006,0.250732214,0.565505676
0.047880021,0.437955495,0.522248474,0.611167616,0.721597057,0.205499797,0.005952157,0.001896694,0.252533249,0.022895447
0.008856595,0.437960372,0.531797598,0.248169243,0.315083315,0.150980187,0.035863313,0.005674972,0.252940388,0.097879278
0.032696623,0.437926271,0.2413861,0.490032547,0.591863233,0.063271359,0.058381264,0.0034453,0.33002735,0.298262717
0.014183573,0.438262192,0.136936405,0.028478438,0.236096083,0.00779958,0.005501046,0.002118743,0.374698746,0.022640125
0.07761902,0.437983938,0.674936011,0.751627339,0.310647046,0.011744928,0.052416576,0.004168633,0.480853895,0.298647602
0.02293786,0.437987736,0.688127584,0.749491456,0.067085047,0.011767707,0.102339511,0.004140327,0.482229593,0.29666554
0.02293786,0.437989338,0.688127584,0.749491456,0.067085047,0.011767707,0.102339511,0.004140327,0.482229593,0.29666554
0.049212347,0.437987736,0.688127584,0.747355574,0.189352954,0.011804154,0.068644036,0.004140327,0.48357339,0.29666554
0.023421496,0.438124465,0.267277023,0.689788446,0.183077256,0.010494353,0.011014624,0.004135163,0.492824202,0.050133551
0.009823868,0.437990509,0.130537507,0.051159479,0.622159706,0.191540736,0.053857624,0.006630491,0.515678783,0.362751667
0.019257106,0.437958758,0.252313448,0.770748576,0.111447739,0.119062046,0.027931281,0.00418642,0.520744559,0.037069846
0.022368192,0.43789172,0.096967907,0.456977217,0.404998918,0.127683953,0.12059697,0.022882921,0.584042481,1
0.01639249,0.437998371,0.153573538,0.739320586,0.306859987,0.155290001,0.057240956,0.008525081,0.662077476,0.167249016
0.052337383,0.437921546,0.537113605,0.931550041,0.065570223,0.026027453,0.062967558,0.001402677,1,0.232303602
